,0,1,2,3,4,5,6,7,8,9
0,0.04019452887537996,0.0,0.04851063829787235,0.0,0.029106382978723408,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.023498350941343015,0.11917306372419616
1,0.028066869300911866,0.0,0.04851063829787234,0.0,0.0,0.07472937997183421,0.011563582384957962,0.665351732400161,0.02349835094134301,0.14827944670291954
2,0.02806686930091187,0.0,0.04851063829787235,0.0,0.012127659574468087,0.09822773091317726,0.011563582384957964,0.6532240728256931,0.029106382978723408,0.11917306372419616
3,0.02806686930091187,0.0,0.04851063829787235,0.0412340425531915,0.0,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.0,0.14267141466553918
4,0.028066869300911866,0.0,0.04851063829787234,0.0,0.0,0.07472937997183421,0.011563582384957962,0.665351732400161,0.02349835094134301,0.14827944670291954
5,0.02806686930091187,0.0,0.04851063829787235,0.0,0.0,0.07472937997183422,0.047189592900769066,0.6532240728256931,0.029106382978723408,0.11917306372419616
6,0.02806686930091187,0.0,0.04851063829787235,0.023498350941343015,0.029106382978723408,0.07472937997183422,0.02369124195942605,0.6532240728256931,0.0,0.11917306372419616
7,0.02806686930091187,0.012127659574468087,0.04851063829787235,0.0,0.0,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.05260473392006643,0.11917306372419616
8,0.02806686930091187,0.0,0.04851063829787235,0.0,0.0412340425531915,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.023498350941343015,0.11917306372419616
9,0.028066869300911866,0.0,0.04851063829787234,0.0,0.012127659574468085,0.07472937997183421,0.011563582384957962,0.6532240728256928,0.02349835094134301,0.14827944670291954
10,0.05717325227963526,0.0,0.04851063829787234,0.0,0.0,0.08685703954630229,0.011563582384957962,0.6532240728256928,0.0,0.14267141466553915
11,0.02806686930091187,0.012127659574468087,0.04851063829787235,0.023498350941343015,0.0,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.029106382978723408,0.11917306372419616
12,0.02806686930091187,0.0,0.04851063829787235,0.029106382978723408,0.023498350941343015,0.07472937997183422,0.02369124195942605,0.6532240728256931,0.0,0.11917306372419616
13,0.057173252279635274,0.0,0.06063829787234043,0.023498350941343015,0.0,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.0,0.11917306372419616
14,0.028066869300911866,0.0,0.04851063829787234,0.0,0.02349835094134301,0.07472937997183421,0.011563582384957962,0.665351732400161,0.0291063829787234,0.11917306372419613
15,0.02806686930091187,0.0,0.06063829787234043,0.0,0.05260473392006643,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.0,0.11917306372419616
16,0.02806686930091187,0.0,0.04851063829787235,0.0,0.05260473392006643,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.0,0.13130072329866427
17,0.028066869300911866,0.0,0.04851063829787234,0.0,0.02349835094134301,0.07472937997183421,0.011563582384957962,0.665351732400161,0.0291063829787234,0.11917306372419613
18,0.06930091185410336,0.0,0.04851063829787235,0.0,0.0,0.07472937997183422,0.011563582384957964,0.6532240728256931,0.023498350941343015,0.11917306372419616
19,0.02806686930091187,0.0,0.04851063829787235,0.023498350941343015,0.0,0.07472937997183422,0.011563582384957964,0.6653517324001611,0.029106382978723408,0.11917306372419616
20,0.028066869300911866,0.0,0.04851063829787234,0.0291063829787234,0.0,0.07472937997183421,0.011563582384957962,0.6532240728256928,0.0,0.15479907424000722
